,1 2 1082040961
46566,688 326 10867580
46567,1655 1641 108675
46568,1655 741 1086758
46569,1655 1598 108675
46570,741 1655 1086759
46571,254 973 10867596
46572,617 9 1086759676
46573,1641 1619 108675
46574,249 1655 1086759
46575,1641 308 1086759
46576,617 254 10867598
46577,1158 27 10867598
46578,1158 1423 108675
46579,1629 1619 108675
46580,1158 1072 108675
46581,1629 249 1086759
46582,1072 1158 108676
46583,1641 1655 108676
46584,249 1629 1086760
46585,1603 1653 108676
46586,1655 249 1086760
46587,1655 741 1086760
46588,249 1655 1086760
46589,1647 878 1086760
46590,1647 9 108676029
46591,1655 249 1086760
46592,249 1655 1086760
46593,1638 1410 108676
46594,281 332 10867605
46595,1343 281 1086760
46596,249 734 10867605
46597,9 1647 108676062
46598,9 617 1086760650
46599,617 9 1086760780
46600,9 617 1086760916
46601,281 1343 1086760
46602,281 1624 1086760
46603,1553 843 1086761
46604,423 866 10867616
46605,809 1406 1086761
46606,1190 1285 108676
46607,708 812 10867620
46608,12 1387 10867620
46609,1406 809 1086762
46610,27 620 108676211
46611,1312 1656 108676
46612,297 557 10867621
46613,27 1158 10867622
46614,878 1647 1086762
46615,725 1624 1086762
46616,878 1255 1086762
46617,220 234 10867627
46618,518 1488 1086762
46619,220 1601 1086762
46620,1648 281 1086762
46621,933 495 10867628
46622,933 536 10867629
46623,1588 713 1086762
46624,234 220 10867637
46625,1081 32 10867639
46626,1556 1545 108676
46627,878 1426 1086764
46628,1648 802 1086764
46629,357 774 10867641
46630,1648 90 10867641
46631,357 1565 1086764
46632,281 1648 1086764
46633,357 1426 1086764
46634,357 1362 1086764
46635,357 1362 1086764
46636,1648 281 1086764
46637,1648 9 108676440
46638,220 234 10867644
46639,1648 1619 108676
46640,67 1657 10867645
46641,281 1648 1086764
46642,819 1642 1086764
46643,357 1103 1086764
46644,1624 281 1086764
46645,357 1624 1086764
46646,741 1655 1086764
46647,1658 277 1086764
46648,67 1644 10867647
46649,1624 357 1086764
46650,1648 281 1086764
46651,281 1624 1086764
46652,357 1624 1086764
46653,1624 281 1086764
46654,1624 357 1086764
46655,281 1648 1086764
46656,357 1624 1086764
46657,281 1624 1086764
46658,741 1255 1086764
46659,281 317 10867650
46660,1624 357 1086765
46661,546 774 10867650
46662,536 933 10867650
46663,67 1637 10867651
46664,883 1442 1086765
46665,843 1553 1086765
46666,674 1624 1086765
46667,3 1 1086765633
46668,1362 357 1086765
46669,1500 144 1086765
46670,1642 819 1086765
46671,1648 865 1086765
46672,1648 865 1086765
46673,1658 986 1086765
46674,1648 963 1086766
46675,1648 1627 108676
46676,1648 1627 108676
46677,1648 1627 108676
46678,1542 540 1086766
46679,912 1520 1086766
46680,1657 67 10867666
46681,1648 1177 108676
46682,1648 1177 108676
46683,1648 1177 108676
46684,12 527 108676682
46685,1657 1021 108676
46686,1657 1021 108676
46687,12 1255 10867668
46688,1472 815 1086766
46689,12 1406 10867669
46690,12 1440 10867670
46691,12 1520 10867670
46692,1657 1641 108676
46693,19 1130 10867672
46694,1406 12 10867672
46695,1657 713 1086767
46696,1520 912 1086767
46697,145 644 10867675
46698,145 933 10867675
46699,1520 12 10867675
46700,1641 1657 108676
46701,1520 598 1086767
46702,711 547 10867677
46703,1657 1641 108676
46704,1520 1659 108676
46705,1641 1657 108676
46706,392 1660 1086767
46707,1648 1551 108676
46708,1648 1551 108676
46709,1657 1641 108676
46710,1042 1641 108676
46711,1551 1648 108676
46712,1255 878 1086767
46713,1657 1641 108676
46714,1641 1657 108676
46715,1042 1255 108676
46716,1255 741 1086768
46717,1255 12 10867680
46718,1255 1042 108676
46719,1648 1551 108676
46720,1189 482 1086768
46721,1522 859 1086768
46722,482 1189 1086768
46723,1189 482 1086768
46724,1042 1255 108676
46725,1042 1641 108676
46726,1522 569 1086768
46727,878 1255 1086768
46728,878 1189 1086768
46729,536 1551 1086768
46730,569 1522 1086768
46731,1522 569 1086768
46732,1255 1042 108676
46733,1255 878 1086768
46734,1252 1616 108676
46735,1522 1255 108676
46736,1255 1522 108676
46737,1189 878 1086768
46738,1042 1255 108676
46739,1522 1255 108676
46740,569 1522 1086768
46741,1042 615 1086768
46742,1255 1042 108676
46743,1255 1522 108676
46744,1042 1255 108676
46745,1255 1042 108676
46746,1522 1255 108676
46747,1440 12 10867689
46748,1255 1522 108676
46749,1522 569 1086768
46750,300 1657 1086769
46751,1042 1255 108676
46752,1522 1255 108676
46753,1648 1283 108676
46754,878 1255 1086769
46755,1255 1522 108676
46756,1255 1042 108676
46757,1255 878 1086769
46758,144 1500 1086769
46759,620 27 108676921
46760,1656 1312 108676
46761,569 1522 1086769
46762,1648 174 1086769
46763,1406 1603 108676
46764,1603 1406 108676
46765,1158 27 10867695
46766,1406 843 1086769
46767,174 1648 1086769
46768,1406 1603 108676
46769,1522 569 1086769
46770,569 1522 1086769
46771,1648 644 1086769
46772,1158 379 1086769
46773,1522 569 1086769
46774,1648 174 1086769
46775,1648 174 1086769
46776,1042 712 1086769
46777,843 1406 1086770
46778,569 1522 1086770
46779,1616 1252 108677
46780,1406 843 1086770
46781,174 1648 1086770
46782,174 1648 1086770
46783,1648 174 1086770
46784,843 1406 1086770
46785,1648 174 1086770
46786,1406 843 1086770
46787,547 711 10867703
46788,1522 569 1086770
46789,1648 644 1086770
46790,174 1648 1086770
46791,174 1648 1086770
46792,1642 679 1086770
46793,547 711 10867704
46794,204 1539 1086770
46795,1648 174 1086770
46796,174 1648 1086770
46797,1648 1042 108677
46798,1042 1244 108677
46799,1648 174 1086770
46800,679 1642 1086770
46801,298 1353 1086770
46802,174 1648 1086770
46803,1642 679 1086770
46804,1648 174 1086770
46805,1042 1648 108677
46806,1353 298 1086770
46807,711 547 10867706
46808,569 1522 1086770
46809,1603 1406 108677
46810,547 711 10867707
46811,174 1648 1086770
46812,1648 1042 108677
46813,711 547 10867708
46814,1406 1603 108677
46815,1648 174 1086770
46816,547 711 10867709
46817,711 547 10867709
46818,174 1648 1086770
46819,547 711 10867709
46820,1648 174 1086771
46821,174 1648 1086771
46822,1648 174 1086771
46823,711 547 10867711
46824,1052 1136 108677
46825,547 711 10867712
46826,679 1642 1086771
46827,878 713 10867712
46828,298 353 10867713
46829,1642 679 1086771
46830,810 1365 1086771
46831,1642 679 1086771
46832,1406 1185 108677
46833,1185 1406 108677
46834,1406 1185 108677
46835,1648 1052 108677
46836,1185 1406 108677
46837,1406 1185 108677
46838,1642 1297 108677
46839,1642 1297 108677
46840,1113 495 1086772
46841,1406 1642 108677
46842,372 569 10867728
46843,1113 437 1086773
46844,569 372 10867731
46845,548 1059 1086773
46846,372 569 10867732
46847,548 128 10867732
46848,1642 1406 108677
46849,283 1343 1086773
46850,1406 1642 108677
46851,1642 1406 108677
46852,1406 1642 108677
46853,569 372 10867736
46854,372 569 10867736
46855,1642 1406 108677
46856,1352 1580 108677
46857,1406 1642 108677
46858,1406 1642 108677
46859,1642 1406 108677
46860,1406 1642 108677
46861,1642 1406 108677
46862,1518 1624 108677
46863,1406 1642 108677
46864,1642 1406 108677
46865,1406 1642 108677
46866,1642 1406 108677
46867,1406 1642 108677
46868,1642 1406 108677
46869,1406 1642 108677
46870,1406 1603 108677
46871,1603 1406 108677
46872,1642 1406 108677
46873,1603 1406 108677
46874,1406 1603 108677
46875,1406 1642 108677
46876,1406 1603 108677
46877,1603 1406 108677
46878,1406 1603 108677
46879,1603 1406 108677
46880,1406 1603 108677
46881,1314 1346 108677
46882,1215 1472 108677
46883,1636 984 1086776
46884,438 1319 1086777
46885,933 536 10867779
46886,1196 9 108677805
46887,252 766 10867786
46888,1281 1033 108677
46889,1313 9 108679119
46890,1313 9 108679129
46891,1313 507 1086791
46892,1387 12 10867933
46893,361 638 10867939
46894,361 1641 1086794
46895,621 686 10867945
46896,1136 1052 108679
46897,617 9 1086795995
46898,557 297 10867961
46899,615 1042 1086796
46900,944 815 10867972
46901,1661 713 1086797
46902,1346 1314 108679
46903,1661 1026 108679
46904,27 1158 10867998
46905,27 620 108680036
46906,1185 1406 108680
46907,1434 174 1086800
46908,734 249 10868010
46909,617 777 10868010
46910,1434 1312 108680
46911,1359 1343 108680
46912,1312 1656 108680
46913,1312 1434 108680
46914,1312 1434 108680
46915,1434 1312 108680
46916,1312 1434 108680
46917,1312 1434 108680
46918,1434 1312 108680
46919,1434 1312 108680
46920,1312 1434 108680
46921,1312 1434 108680
46922,1387 1312 108680
46923,1434 1312 108680
46924,1312 1387 108680
46925,1312 1434 108680
46926,1434 1312 108680
46927,1185 1142 108680
46928,1387 1312 108680
46929,1387 1312 108680
46930,1312 1387 108680
46931,1387 1312 108680
46932,812 1644 1086801
46933,1312 1387 108680
46934,1312 1387 108680
46935,1387 1312 108680
46936,1142 1185 108680
46937,1387 1434 108680
46938,1387 1344 108680
46939,1434 1387 108680
46940,1312 1387 108680
46941,1387 1434 108680
46942,1185 1142 108680
46943,1387 1312 108680
46944,700 822 10868020
46945,1434 1387 108680
46946,1434 1387 108680
46947,1312 1387 108680
46948,1387 1434 108680
46949,751 822 10868021
46950,1312 1387 108680
46951,1387 1312 108680
46952,1312 1387 108680
46953,1387 1312 108680
46954,1387 1434 108680
46955,1387 1312 108680
46956,1434 1387 108680
46957,1434 1387 108680
46958,1387 1434 108680
46959,1387 1434 108680
46960,249 1244 1086802
46961,536 933 10868029
46962,523 1662 1086802
46963,523 1662 1086802
46964,523 1662 1086802
46965,154 1539 1086803
46966,843 1406 1086803
46967,161 1 1086803390
46968,161 1487 1086803
46969,1042 615 1086803
46970,594 277 10868041
46971,594 260 10868042
46972,72 1316 10868042
46973,211 36 108680454
46974,751 1578 1086804
46975,1657 300 1086805
46976,32 518 108680545
46977,1442 883 1086805
46978,713 1526 1086805
46979,1488 518 1086805
46980,1663 1621 108680
46981,1663 1621 108680
46982,174 1434 1086806
46983,32 1657 10868062
46984,1657 713 1086806
46985,615 1042 1086806
46986,1657 523 1086806
46987,1657 393 1086806
46988,1101 713 1086807
46989,1406 843 1086808
46990,1 161 1086808853
46991,1 3 1086808886
46992,1189 1015 108680
46993,1189 1015 108680
46994,1189 595 1086809
46995,713 1101 1086809
46996,713 1661 1086809
46997,713 878 10868097
46998,713 912 10868098
46999,595 1189 1086810
47000,620 27 108681027
47001,1624 725 1086810
47002,312 1 1086810804
47003,504 372 10868111
47004,389 1576 1086811
47005,1489 372 1086811
47006,714 713 10868114
47007,1285 1190 108681
47008,1285 1190 108681
47009,339 713 10868119
47010,1285 1190 108681
47011,912 713 10868129
47012,1624 1093 108681
47013,212 1056 1086813
47014,475 1543 1086813
47015,822 700 10868140
47016,372 504 10868141
47017,822 751 10868141
47018,372 1489 1086814
47019,1314 1346 108681
47020,372 1624 1086814
47021,101 282 10868144
47022,963 1648 1086814
47023,1648 963 1086815
47024,12 1387 10868152
47025,12 1440 10868152
47026,431 605 10868152
47027,431 617 10868153
47028,12 1520 10868153
47029,12 1406 10868153
47030,1624 372 1086815
47031,1346 1314 108681
47032,393 1657 1086815
47033,1624 1349 108681
47034,101 176 10868159
47035,749 1487 1086815
47036,101 198 10868160
47037,644 1648 1086816
47038,644 1244 1086816
47039,749 713 10868163
47040,353 298 10868166
47041,1624 367 1086817
47042,367 1624 1086817
47043,1624 367 1086817
47044,1332 495 1086817
47045,1101 713 1086818
47046,1142 1185 108681
47047,1580 1545 108681
47048,1332 298 1086818
47049,1580 1352 108681
47050,281 1312 1086818
47051,281 254 10868186
47052,1312 281 1086818
47053,1387 12 10868189
47054,281 1312 1086818
47055,1113 1463 108681
47056,1113 1568 108681
47057,176 101 10868194
47058,1312 1387 108681
47059,1568 1113 108681
47060,617 431 10868195
47061,1642 679 1086819
47062,1423 1158 108681
47063,431 617 10868199
47064,617 431 10868199
47065,431 617 10868200
47066,1520 12 10868200
47067,1339 504 1086820
47068,617 431 10868201
47069,95 1118 10868203
47070,1378 128 1086820
47071,95 1580 10868204
47072,95 712 108682055
47073,1440 12 10868209
47074,1349 1624 108682
47075,155 1580 1086821
47076,859 1522 1086821
47077,973 254 10868216
47078,919 95 108682167
47079,686 621 10868218
47080,1346 1314 108682
47081,1624 1349 108682
47082,1565 357 1086822
47083,831 1270 1086822
47084,831 1187 1086822
47085,1118 95 10868229
47086,1185 1142 108682
47087,970 617 10868231
47088,1185 536 1086823
47089,482 463 10868232
47090,1185 1312 108682
47091,482 194 10868234
47092,1312 1185 108682
47093,176 1565 1086823
47094,1565 176 1086823
47095,1185 1312 108682
47096,1312 1185 108682
47097,176 1565 1086823
47098,679 1642 1086823
47099,1158 1423 108682
47100,1158 27 10868239
47101,1158 1072 108682
47102,1185 408 1086824
47103,431 617 10868242
47104,1565 176 1086824
47105,1185 743 1086824
47106,176 1565 1086824
47107,1185 1372 108682
47108,1185 1402 108682
47109,1565 176 1086824
47110,176 1565 1086824
47111,1565 176 1086825
47112,617 431 10868250
47113,617 970 10868250
47114,176 1565 1086825
47115,12 1440 10868252
47116,963 1648 1086825
47117,34 1130 10868257
47118,437 1113 1086825
47119,495 950 10868260
47120,495 1213 1086826
47121,1365 810 1086826
47122,73 617 108682683
47123,810 1365 1086826
47124,298 353 10868269
47125,19 1664 10868269
47126,1013 1365 108682
47127,298 1332 1086827
47128,924 768 10868270
47129,768 924 10868271
47130,621 768 10868271
47131,725 1624 1086827
47132,768 924 10868273
47133,768 621 10868273
47134,621 768 10868274
47135,878 713 10868276
47136,495 741 10868278
47137,495 933 10868278
47138,495 1113 1086827
47139,495 1332 1086827
47140,1565 176 1086828
47141,176 1565 1086828
47142,1113 1568 108682
47143,1434 174 1086828
47144,1565 176 1086828
47145,1601 220 1086828
47146,1113 437 1086828
47147,174 1434 1086828
47148,970 617 10868285
47149,1113 495 1086828
47150,617 970 10868291
47151,1314 1346 108682
47152,617 73 108682933
47153,1565 176 1086829
47154,1032 783 1086829
47155,1565 3 108682980
47156,1029 962 1086829
47157,1665 1049 108682
47158,1113 1603 108682
47159,1665 1113 108682
47160,1113 1665 108683
47161,1665 1113 108683
47162,220 1601 1086830
47163,1113 1665 108683
47164,681 109 10868307
47165,1032 783 1086830
47166,1253 1013 108683
47167,1253 1034 108683
47168,1185 713 1086830
47169,423 1603 1086831
47170,1032 783 1086831
47171,423 1426 1086831
47172,423 1665 1086831
47173,843 1406 1086831
47174,1665 423 1086831
47175,1032 783 1086831
47176,1346 1314 108683
47177,1032 783 1086831
47178,1406 843 1086831
47179,1032 783 1086831
47180,1231 963 1086831
47181,1032 783 1086831
47182,72 679 108683192
47183,1032 783 1086832
47184,423 1665 1086832
47185,1032 783 1086832
47186,1032 783 1086832
47187,1632 1039 108683
47188,741 495 10868327
47189,1032 783 1086832
47190,254 973 10868329
47191,1032 783 1086833
47192,1 312 1086833420
47193,1280 1287 108683
47194,1665 423 1086833
47195,1665 1113 108683
47196,1601 220 1086833
47197,1032 783 1086833
47198,337 297 10868337
47199,970 617 10868338
47200,1032 783 1086833
47201,1601 220 1086834
47202,509 1665 1086834
47203,3 1565 108683407
47204,3 1 1086834116
47205,3 1 1086834118
47206,3 1 1086834120
47207,3 1 1086834122
47208,3 1 1086834124
47209,3 1 1086834125
47210,3 1 1086834127
47211,3 1 1086834128
47212,3 1 1086834130
47213,3 1 1086834132
47214,3 1 1086834133
47215,3 1 1086834135
47216,3 1 1086834137
47217,3 1 1086834139
47218,3 1 1086834141
47219,3 1 1086834143
47220,3 1 1086834145
47221,3 1 1086834146
47222,3 1 1086834148
47223,3 1 1086834150
47224,3 1 1086834151
47225,3 1 1086834153
47226,3 1 1086834154
47227,3 1 1086834156
47228,3 1 1086834158
47229,3 1 1086834159
47230,3 1 1086834161
47231,3 1 1086834162
47232,1661 713 1086834
47233,509 783 10868342
47234,1032 783 1086834
47235,1244 644 1086834
47236,1244 249 1086834
47237,783 509 10868343
47238,644 1244 1086834
47239,176 1565 1086834
47240,3 1 1086834436
47241,3 1 1086834438
47242,1032 783 1086834
47243,712 95 108683452
47244,1601 1666 108683
47245,712 1042 1086834
47246,1113 1665 108683
47247,509 783 10868346
47248,1601 1636 108683
47249,783 1032 1086834
47250,783 1032 1086834
47251,509 1463 1086834
47252,1158 1072 108683
47253,1382 710 1086835
47254,1158 1255 108683
47255,864 361 10868354
47256,1032 783 1086835
47257,421 1436 1086835
47258,421 300 10868355
47259,783 1032 1086835
47260,27 1158 10868355
47261,1032 783 1086835
47262,843 1406 1086835
47263,783 1032 1086835
47264,1032 783 1086835
47265,783 1032 1086835
47266,1032 783 1086836
47267,1013 1253 108683
47268,1665 573 1086836
47269,573 1665 1086836
47270,878 1665 1086836
47271,176 1665 1086836
47272,1665 573 1086836
47273,1665 878 1086836
47274,1158 27 10868364
47275,1665 176 1086836
47276,1665 509 1086836
47277,1253 1013 108683
47278,9 1313 108683662
47279,393 573 10868366
47280,1190 1285 108683
47281,482 1665 1086836
47282,1287 1280 108683
47283,1158 1665 108683
47284,1488 518 1086837
47285,1667 1231 108683
47286,1029 1021 108683
47287,1029 1665 108683
47288,783 1032 1086837
47289,1667 53 10868371
47290,1667 1312 108683
47291,1312 1667 108683
47292,1648 337 1086837
47293,1648 719 1086837
47294,1231 1667 108683
47295,27 620 108683770
47296,361 864 10868378
47297,1032 783 1086837
47298,573 393 10868378
47299,1231 1601 108683
47300,783 1032 1086837
47301,573 1665 1086837
47302,361 697 10868379
47303,393 573 10868379
47304,1601 1231 108683
47305,1013 1253 108683
47306,1231 1601 108683
47307,361 1069 1086838
47308,1032 783 1086838
47309,1601 1231 108683
47310,1665 573 1086838
47311,1665 1029 108683
47312,1231 1601 108683
47313,1665 1158 108683
47314,783 1032 1086838
47315,1665 482 1086838
47316,361 1056 1086838
47317,361 1587 1086838
47318,361 311 10868389
47319,1487 161 1086839
47320,1487 749 1086839
47321,361 463 10868390
47322,609 523 10868390
47323,710 1382 1086839
47324,819 1642 1086839
47325,1601 1231 108683
47326,573 1665 1086839
47327,1158 1665 108683
47328,1032 783 1086839
47329,1313 9 108683937
47330,1231 1601 108683
47331,731 1173 1086839
47332,573 393 10868395
47333,768 1304 1086839
47334,731 824 10868395
47335,1029 1665 108683
47336,1029 1472 108683
47337,1601 1231 108683
47338,1189 1665 108683
47339,1665 573 1086839
47340,1253 1013 108684
47341,1304 768 1086840
47342,1665 1189 108684
47343,783 1032 1086840
47344,1189 1665 108684
47345,573 1665 1086840
47346,1231 1601 108684
47347,1270 831 1086840
47348,12 1387 10868403
47349,809 1406 1086840
47350,12 1255 10868403
47351,1665 1029 108684
47352,1665 1189 108684
47353,176 1665 1086840
47354,1189 1665 108684
47355,1665 176 1086840
47356,176 1665 1086840
47357,1665 573 1086840
47358,1173 731 1086840
47359,1665 176 1086840
47360,1667 1231 108684
47361,1013 1253 108684
47362,27 1158 10868408
47363,1136 1052 108684
47364,573 1665 1086840
47365,1231 1667 108684
47366,1667 1231 108684
47367,1667 523 1086841
47368,1189 1665 108684
47369,308 1601 1086841
47370,1621 1663 108684
47371,403 302 10868412
47372,950 495 10868413
47373,1665 1189 108684
47374,1665 573 1086841
47375,1253 1013 108684
47376,482 1665 1086841
47377,573 1665 1086841
47378,1665 950 1086841
47379,878 1665 1086841
47380,1621 42 10868418
47381,1665 878 1086841
47382,1665 573 1086841
47383,361 809 10868419
47384,878 1665 1086842
47385,1013 1253 108684
47386,1189 878 1086842
47387,878 1189 1086842
47388,1189 878 1086842
47389,573 1665 1086842
47390,878 1189 1086842
47391,878 1665 1086842
47392,308 1601 1086842
47393,308 1312 1086842
47394,1312 308 1086842
47395,870 1312 1086842
47396,1189 1665 108684
47397,1312 870 1086842
47398,1665 573 1086842
47399,1312 870 1086842
47400,1576 1665 108684
47401,573 1665 1086842
47402,870 1312 1086842
47403,1312 870 1086842
47404,1665 1576 108684
47405,233 810 10868427
47406,233 193 10868427
47407,870 1312 1086842
47408,193 233 10868428
47409,1312 870 1086842
47410,1601 308 1086842
47411,233 193 10868429
47412,1665 573 1086843
47413,1601 1231 108684
47414,595 1101 1086843
47415,193 233 10868431
47416,595 1101 1086843
47417,1542 468 1086843
47418,573 1665 1086843
47419,1601 393 1086843
47420,518 1488 1086843
47421,1231 1601 108684
47422,1542 233 1086843
47423,1189 975 1086843
47424,1542 1383 108684
47425,1072 1158 108684
47426,1383 1542 108684
47427,713 1101 1086843
47428,518 1488 1086843
47429,1070 598 1086843
47430,282 9 1086844055
47431,1601 1231 108684
47432,1542 1383 108684
47433,1231 1601 108684
47434,41 1665 10868449
47435,1472 1029 108684
47436,403 569 10868451
47437,53 1667 10868453
47438,1488 518 1086845
47439,1488 518 1086845
47440,1647 878 1086845
47441,973 254 10868458
47442,719 1648 1086845
47443,1647 9 108684586
47444,1648 719 1086845
47445,609 1665 1086846
47446,719 1648 1086846
47447,1648 719 1086846
47448,719 1648 1086846
47449,1648 719 1086846
47450,523 609 10868462
47451,523 1667 1086846
47452,523 41 108684627
47453,198 1647 1086846
47454,609 523 10868463
47455,523 609 10868463
47456,1647 1608 108684
47457,1387 12 10868464
47458,12 1387 10868464
47459,518 1488 1086846
47460,609 523 10868464
47461,1648 719 1086846
47462,1608 1647 108684
47463,1387 12 10868465
47464,697 361 10868465
47465,768 1304 1086846
47466,12 1387 10868466
47467,1647 242 1086846
47468,523 609 10868468
47469,609 523 10868469
47470,1647 198 1086847
47471,1255 1158 108684
47472,1255 12 10868470
47473,1647 1608 108684
47474,523 609 10868471
47475,1297 1642 108684
47476,1608 1647 108684
47477,9 1647 108684734
47478,9 282 1086847348
47479,1647 1608 108684
47480,1252 1616 108684
47481,242 1647 1086847
47482,1647 9 108684746
47483,1647 242 1086847
47484,1608 1647 108684
47485,609 1629 1086847
47486,298 518 10868476
47487,1647 1608 108684
47488,242 1647 1086847
47489,1406 809 1086847
47490,1647 242 1086847
47491,810 233 10868478
47492,1608 1647 108684
47493,1568 1113 108684
47494,1647 1608 108684
47495,1647 1608 108684
47496,242 1647 1086848
47497,1667 53 10868481
47498,1071 1130 108684
47499,1667 53 10868481
47500,1332 617 1086848
47501,1342 1255 108684
47502,1545 1580 108684
47503,1647 242 1086848
47504,53 1667 10868486
47505,1042 712 1086848
47506,1113 1568 108684
47507,12 1255 10868488
47508,1332 53 10868489
47509,1647 1297 108684
47510,1255 1342 108684
47511,1255 12 10868490
47512,1647 468 1086849
47513,1297 1647 108684
47514,234 1255 1086849
47515,1647 193 1086849
47516,1647 1297 108684
47517,468 1647 1086849
47518,12 1255 10868492
47519,1642 1297 108684
47520,1565 176 1086849
47521,1304 768 1086849
47522,234 220 10868493
47523,1647 468 1086849
47524,1297 1647 108684
47525,1255 234 1086849
47526,1647 1297 108684
47527,176 1565 1086849
47528,1297 1642 108684
47529,53 1332 10868497
47530,1647 821 1086849
47531,831 1270 1086849
47532,1565 176 1086849
47533,176 1565 1086849
47534,53 413 108684988
47535,1297 1647 108684
47536,1647 1297 108684
47537,1565 176 1086850
47538,1297 1647 108685
47539,413 53 108685007
47540,53 413 108685021
47541,12 9 1086850246
47542,1158 1072 108685
47543,1545 1312 108685
47544,1158 27 10868504
47545,1312 1545 108685
47546,1332 639 1086850
47547,1332 639 1086850
47548,768 1304 1086850
47549,161 1 1086850588
47550,413 53 108685061
47551,1312 1545 108685
47552,161 1487 1086850
47553,1545 1312 108685
47554,1312 1545 108685
47555,1545 1312 108685
47556,1312 1545 108685
47557,1304 768 1086851
47558,1545 1312 108685
47559,1576 1545 108685
47560,1545 1576 108685
47561,1312 1545 108685
47562,768 163 10868516
47563,1545 1576 108685
47564,1545 1312 108685
47565,1576 1665 108685
47566,975 1189 1086851
47567,970 502 10868518
47568,495 1113 1086851
47569,1312 1545 108685
47570,1545 1312 108685
47571,1576 389 1086852
47572,1545 1312 108685
47573,1312 1545 108685
47574,1312 1545 108685
47575,1365 810 1086852
47576,1187 831 1086852
47577,1545 1312 108685
47578,1667 53 10868523
47579,1365 1013 108685
47580,1158 1255 108685
47581,163 768 10868524
47582,1312 1545 108685
47583,249 1244 1086852
47584,53 1667 10868525
47585,1545 1312 108685
47586,821 1647 1086852
47587,337 1648 1086852
47588,249 44 108685284
47589,1312 1545 108685
47590,1545 1312 108685
47591,1312 1545 108685
47592,1545 1312 108685
47593,1545 1312 108685
47594,1545 1312 108685
47595,249 1665 1086853
47596,1285 975 1086853
47597,249 1312 1086853
47598,1312 1545 108685
47599,598 1070 1086853
47600,768 163 10868534
47601,1312 249 1086853
47602,1545 1312 108685
47603,249 1312 1086853
47604,1312 1545 108685
47605,1545 1312 108685
47606,1312 249 1086853
47607,1312 1545 108685
47608,393 1601 1086853
47609,612 128 10868540
47610,1545 1312 108685
47611,1312 1545 108685
47612,502 970 10868541
47613,372 1624 1086854
47614,1667 53 10868541
47615,1545 1312 108685
47616,1312 1545 108685
47617,249 1312 1086854
47618,1545 1312 108685
47619,686 768 10868544
47620,1312 1545 108685
47621,686 1270 1086854
47622,975 1285 1086854
47623,810 1365 1086854
47624,831 1187 1086854
47625,1665 41 10868547
47626,1343 1359 108685
47627,442 1565 1086854
47628,27 1158 10868548
47629,1343 281 1086854
47630,1343 283 1086854
47631,1158 27 10868550
47632,176 1665 1086855
47633,1648 337 1086855
47634,9 1647 108685565
47635,9 1545 108685580
47636,878 1647 1086856
47637,180 182 10868563
47638,1101 713 1086856
47639,620 27 108685721
47640,1253 1013 108685
47641,468 1647 1086858
47642,1253 1343 108685
47643,1636 1601 108685
47644,249 967 10868592
47645,1545 9 108686077
47646,1029 1472 108686
47647,1340 1029 108686
47648,1029 1340 108686
47649,1340 1029 108686
47650,1326 1029 108686
47651,1585 1582 108686
47652,1029 1326 108686
47653,1326 1029 108686
47654,1313 9 108687256
47655,1668 809 1086872
47656,1608 1647 108687
47657,41 523 108687890
47658,41 1665 10868789
47659,41 1029 10868789
47660,32 815 108688039
47661,32 1665 10868807
47662,1013 1365 108688
47663,1013 1253 108688
47664,67 1665 10868837
47665,809 361 10868851
47666,809 1406 1086885
47667,809 1668 1086885
47668,361 809 10868854
47669,809 795 10868855
47670,9 1545 108688627
47671,9 1313 108688633
47672,9 617 1086886354
47673,9 1313 108688636
47674,9 1196 108688641
47675,1253 1013 108688
47676,1 161 1086887430
47677,1 3 1086887459
47678,1561 249 1086887
47679,281 1343 1086887
47680,1669 1670 108688
47681,1561 42 10868879
47682,1670 1669 108688
47683,1669 1670 108688
47684,249 1561 1086888
47685,249 1561 1086888
47686,1039 1316 108688
47687,53 1667 10868891
47688,1624 372 1086889
47689,615 1668 1086889
47690,538 1671 1086889
47691,1382 710 1086889
47692,431 617 10868902
47693,27 1158 10868903
47694,1314 1346 108689
47695,27 620 108689077
47696,1013 1253 108689
47697,53 1657 10868910
47698,1253 1013 108689
47699,1667 53 10868911
47700,1072 1158 108689
47701,1013 1253 108689
47702,1647 821 1086891
47703,1647 878 1086891
47704,1647 9 108689161
47705,1647 1608 108689
47706,1255 1158 108689
47707,1387 12 10868919
47708,1255 447 1086891
47709,1387 1313 108689
47710,1387 1344 108689
47711,543 1189 1086892
47712,318 67 108689282
47713,1639 777 1086892
47714,1344 1387 108689
47715,318 1285 1086893
47716,1387 1344 108689
47717,1423 1158 108689
47718,1387 1313 108689
47719,504 1339 1086894
47720,950 1665 1086894
47721,1568 1113 108689
47722,710 1283 1086894
47723,778 1029 1086894
47724,1668 615 1086895
47725,518 298 10868958
47726,9 1647 108689592
47727,615 1668 1086896
47728,193 1647 1086896
47729,509 1665 1086896
47730,509 1026 1086896
47731,1672 437 1086896
47732,509 1255 1086896
47733,768 686 10868969
47734,1029 41 10868970
47735,1029 778 1086897
47736,1029 1489 108689
47737,1255 509 1086897
47738,812 708 10868982
47739,308 1601 1086898
47740,1187 831 1086898
47741,53 1667 10868985
47742,72 42 1086898626
47743,1667 53 10868990
47744,1667 53 10868991
47745,1153 128 1086899
